WKT,osm_id,name,ref,type,oneway,bridge,maxspeed
"MULTILINESTRING ((-88.9781638 42.4979325,-88.9783429 42.497914))",689699397,County Highway P,"WI 67;CTH P",secondary,1,0,55
"MULTILINESTRING ((-89.0264824 42.5520524,-89.0261933 42.5520349,-89.0257842 42.5520295,-89.0253849 42.5520223,-89.0253506 42.5520945,-89.0252477 42.5521179,-89.0247798 42.5521035,-89.02465 42.5520945,-89.0245079 42.5518996,-89.0244222 42.5517606,-89.0244393 42.5516812,-89.0245496 42.5516108,-89.0248068 42.5515549,-89.0249538 42.5515711,-89.0251252 42.5516704,-89.0252796 42.5517606,-89.0253555 42.5518147,-89.0253898 42.5519122,-89.0253849 42.5520223))",738508267,,,residential,0,0,
"MULTILINESTRING ((-88.9755837 42.5103103,-88.9752322 42.5103064,-88.9735627 42.5102879,-88.9719239 42.5102697,-88.97127 42.5102661,-88.9712272 42.5102659,-88.9693888 42.5102374,-88.9680911 42.5102172,-88.9616871 42.5101178))",749780404,Colley Road,,residential,0,0,35
"MULTILINESTRING ((-89.0115029 42.5539967,-89.0092033 42.5539865,-88.9973366 42.5539339,-88.991749 42.5539348,-88.9914195 42.5539323))",808878176,East Inman Parkway,CTH BT,secondary,0,0,
"MULTILINESTRING ((-89.0115029 42.5539967,-89.0114751 42.5552922,-89.0114641 42.5558045,-89.011411 42.558286,-89.0113909 42.5594888,-89.011374 42.560495,-89.0113586 42.5611471,-89.0113376 42.5620354,-89.011335 42.562144,-89.011337 42.562246,-89.011342 42.562594,-89.011353 42.563389))",808878177,Prairie Avenue,CTH G,secondary,0,0,
"MULTILINESTRING ((-89.011242 42.568529,-89.0113158 42.5650659,-89.011319 42.564916,-89.011338 42.563993,-89.011353 42.563389))",808878352,County Highway G,CTH G,secondary,0,0,
"MULTILINESTRING ((-89.011242 42.568529,-89.0102709 42.5685293,-89.00755 42.56853,-89.003153 42.568533,-89.0026726 42.5685333,-89.0024155 42.5685335,-89.000104 42.568535,-88.996096 42.568538,-88.991856 42.568536,-88.9830742 42.5685629))",808878353,East Philhower Road,,residential,0,0,
"MULTILINESTRING ((-89.0270797 42.5555434,-89.0270038 42.5557756))",818677185,,,residential,0,0,
"MULTILINESTRING ((-88.976018 42.4981825,-88.9762432 42.4981713,-88.9769301 42.4980915,-88.9770846 42.4980699,-88.9774176 42.4980268,-88.9777672 42.4979815,-88.9779901 42.497954,-88.9781638 42.4979325))",819546819,County Highway P,"WI 67;CTH P",secondary,1,0,55
"MULTILINESTRING ((-88.9783487 42.497813,-88.978254 42.4978242))",819546820,County Highway P,"WI 67;CTH P",secondary,1,0,55
"MULTILINESTRING ((-88.9783429 42.497914,-88.9785458 42.4978857))",819546821,County Highway P,CTH P,tertiary,1,0,55
"MULTILINESTRING ((-88.9781584 42.4978355,-88.9781638 42.4979325))",819546822,Gateway Boulevard,WI 67,secondary,1,0,
"MULTILINESTRING ((-88.9813662 42.4974717,-88.981229 42.4974663,-88.9808017 42.4975076,-88.9804272 42.4975462,-88.980114 42.4975812,-88.9798952 42.4976045,-88.979439 42.4976689,-88.9787571 42.497759,-88.9784666 42.4977974,-88.9783487 42.497813))",819546831,County Highway P,CTH P,tertiary,1,0,55
"MULTILINESTRING ((-88.976018 42.4981825,-88.9748001 42.4983465,-88.9713213 42.498824,-88.9689441 42.4991463,-88.9656287 42.4996051,-88.9622587 42.5000754,-88.9616243 42.5001704,-88.9611745 42.5002629,-88.9607556 42.5004014,-88.9603315 42.5005819,-88.9586174 42.5013265,-88.9572624 42.5019252,-88.956262 42.5023735,-88.9560597 42.5024623,-88.9553592 42.5027697,-88.9535632 42.5035618,-88.9534162 42.5036182,-88.9532565 42.5036669,-88.9530964 42.5037127,-88.9522843 42.5039241,-88.951047 42.5042465,-88.9508393 42.5042994,-88.9485456 42.5048842,-88.9476049 42.5051241,-88.94703 42.5052717,-88.9464821 42.5054326,-88.9460863 42.5055637,-88.9456366 42.5057482,-88.9450448 42.5060181,-88.9444315 42.5063082,-88.9436375 42.506677))",819546832,County Highway P,"WI 67;CTH P",secondary,0,0,55
"MULTILINESTRING ((-89.000237 42.496047,-89.0023214 42.4960493,-89.003393 42.496061,-89.0037989 42.496064,-89.0051472 42.4960739,-89.0069439 42.4960872,-89.008146 42.4960933,-89.008448 42.4960948,-89.0092572 42.4960989,-89.0113791 42.4961054,-89.0120766 42.4961076,-89.0137409 42.4961274,-89.014208 42.4961338,-89.0146419 42.4961735))",820229584,State Line Road,,tertiary,0,0,45
"MULTILINESTRING ((-89.1256777 42.5262338,-89.1253046 42.526231,-89.1198291 42.5261087,-89.1163518 42.5260465,-89.1156397 42.5260337,-89.1140285 42.5260049,-89.1119262 42.5259678,-89.1105986 42.5259444,-89.1033688 42.5258557,-89.1031994 42.5258536,-89.0993596 42.5257719,-89.0980149 42.5257812,-89.0953244 42.5257436,-89.0930742 42.5257108,-89.0883636 42.5256642,-89.0822105 42.525683,-89.0807526 42.5256524,-89.0782737 42.5256424,-89.0767249 42.5256362,-89.0752032 42.5255991,-89.0750889 42.5256086,-89.0750216 42.5256256,-89.0749335 42.525683))",829674820,West Spring Creek Road,,residential,0,0,
"MULTILINESTRING ((-88.9778724 42.527,-88.9781527 42.5268468))",830612898,State Highway 81,WI 81,primary,1,0,40
"MULTILINESTRING ((-89.0198866 42.4964637,-89.019917 42.496847,-89.0199369 42.4971622,-89.0199601 42.4972673,-89.0199895 42.497354,-89.0200582 42.4974947,-89.0201306 42.4975903,-89.0201601 42.4976293,-89.0202277 42.4976992,-89.0203484 42.4977882,-89.0205078 42.4978834,-89.0206908 42.4979607,-89.0208366 42.4980076))",832711480,Dearborn Street,US 51,primary,1,0,25
"MULTILINESTRING ((-89.0779748 42.5334726,-89.07921 42.533513,-89.080794 42.533527))",835677257,,,residential,0,0,
"MULTILINESTRING ((-89.0515038 42.5108167,-89.0517649 42.5108152,-89.0519842 42.5108139,-89.0521293 42.5108139,-89.052155 42.5108149,-89.0527574 42.5108143,-89.0533813 42.5108168,-89.054012 42.510823,-89.0546055 42.5108256,-89.0551756 42.5108286,-89.0557138 42.510827))",838889479,East Liberty Avenue,"WI 81;WI 213",primary,0,0,
"MULTILINESTRING ((-89.0515038 42.5108167,-89.0515048 42.5109834,-89.051505 42.5110584,-89.0515052 42.5112171,-89.0515059 42.5112673,-89.0515254 42.5126099,-89.0515317 42.5144221,-89.0515419 42.5157846,-89.0515328 42.5159183,-89.0515322 42.5177824,-89.0515296 42.5178852,-89.0515413 42.5179645,-89.0515929 42.5180553,-89.0516107 42.5181171,-89.0516125 42.5184507,-89.0516072 42.5188781,-89.0516118 42.5190435,-89.051626 42.519179,-89.0516401 42.5192403,-89.0517109 42.5193643,-89.0518405 42.5194994,-89.0520912 42.51973,-89.052152 42.519786,-89.052323 42.519908,-89.052503 42.519987,-89.052746 42.52011,-89.053049 42.520228,-89.053321 42.52045,-89.053389 42.520599,-89.053399 42.52078,-89.0533972 42.5217826))",838889480,Hackett Street,,tertiary,0,0,
"MULTILINESTRING ((-89.019598 42.5540432,-89.0189269 42.5540458,-89.0185563 42.5540444,-89.0166415 42.554027,-89.0153362 42.5540151,-89.0151297 42.5540139,-89.0128065 42.5540043,-89.0116962 42.5539997,-89.0115029 42.5539967))",839198881,East Inman Parkway,,secondary,0,0,25
"MULTILINESTRING ((-89.0260114 42.5542699,-89.0259581 42.5543716,-89.0258962 42.5544896,-89.0258145 42.5546436,-89.025732 42.554799,-89.025665 42.554995,-89.025625 42.555217,-89.025613 42.555392,-89.025615 42.555594,-89.025655 42.555818,-89.025875 42.556762,-89.026078 42.557599,-89.026279 42.558421,-89.0264084 42.5589511,-89.026687 42.560093,-89.026877 42.560907,-89.026951 42.561272))",839198882,Park Avenue,,residential,0,0,
"MULTILINESTRING ((-89.01166 42.5417291,-89.0108078 42.5417302,-89.0103933 42.5417307,-89.009926 42.5417313,-89.0094129 42.5417362,-89.008343 42.5417464,-89.0077035 42.5417689,-89.0069309 42.5417699,-89.0044047 42.5417557))",839201676,Elmwood Avenue,,residential,0,0,
"MULTILINESTRING ((-89.011585 42.5467418,-89.0115624 42.5482492,-89.0115528 42.5488879,-89.0115462 42.5493252,-89.0115442 42.5494614,-89.0115454 42.5511236))",839201677,Prairie Avenue,CTH G,secondary,0,0,35
"MULTILINESTRING ((-89.0666165 42.4774305,-89.0641267 42.4783156,-89.0637693 42.4784504,-89.0635727 42.4785357,-89.0634365 42.4785932,-89.0632846 42.4786641,-89.063163 42.4787257,-89.0629416 42.4788411,-89.0627206 42.4789663,-89.0624595 42.4791325,-89.0621837 42.4793325,-89.0618151 42.4796043,-89.0612313 42.4800488,-89.0607283 42.4804548,-89.059769 42.481277,-89.058379 42.4824963,-89.0582556 42.4825741,-89.0580795 42.4826844,-89.0579287 42.4827727,-89.0577173 42.4828827,-89.0574731 42.4830035,-89.0574672 42.4830057,-89.0567683 42.4832699,-89.0555703 42.4837227,-89.0534806 42.4844962,-89.0531594 42.4846207,-89.0529102 42.484738,-89.0526955 42.4848673,-89.0524661 42.4850414,-89.0522989 42.4852021,-89.0521416 42.4853906,-89.0520683 42.4854891,-89.0520061 42.4855908,-89.0519304 42.4857318,-89.0518968 42.4857944,-89.0517204 42.4861811,-89.0515272 42.4865323,-89.0510105 42.487572,-89.0509377 42.4877097,-89.0494628 42.4906433,-89.049145 42.49128,-89.0488912 42.4916212,-89.0486802 42.4918684,-89.0476836 42.4927176,-89.0465403 42.4934501,-89.0464949 42.4934787,-89.044763 42.494571,-89.0439198 42.4951364,-89.0438698 42.4951756,-89.0438419 42.4952091,-89.0438245 42.4952411,-89.0438172 42.4952674,-89.0438154 42.4953226,-89.0438133 42.4953917,-89.043826 42.4962795))",856999912,South Bluff Road,,tertiary,0,0,
"MULTILINESTRING ((-89.0579064 42.554535,-89.0578879 42.5544436))",868651619,,,residential,0,0,
"MULTILINESTRING ((-89.0149479 42.5322511,-89.0155739 42.5322566,-89.0165405 42.5322629,-89.0171371 42.5322653,-89.0176778 42.5322663,-89.0179245 42.5322671,-89.0181195 42.5322681,-89.0183261 42.5322697,-89.0189884 42.5322749,-89.0198625 42.5322798,-89.0204502 42.5322817,-89.0205109 42.5322819,-89.0211299 42.5322839,-89.0216325 42.5322855,-89.0216846 42.5322858,-89.022176 42.5322885,-89.0229578 42.5322934,-89.024137 42.532303,-89.0253463 42.5323101,-89.0253863 42.5323104,-89.0256645 42.5323114,-89.0266213 42.5323152,-89.0299792 42.5323279,-89.0324192 42.5323427,-89.0325359 42.5323431,-89.0338114 42.5323459,-89.0342512 42.5323479))",870006947,Cranston Road,,tertiary,0,0,
"MULTILINESTRING ((-89.0144175 42.5322459,-89.0149479 42.5322511))",870006949,Cranston Road,,tertiary,0,0,
"MULTILINESTRING ((-89.0397504 42.5756058,-89.039608 42.5754346,-89.039604 42.5749644,-89.0396398 42.5747895,-89.0397936 42.5746845))",870649574,,,residential,0,0,
"MULTILINESTRING ((-89.0397936 42.5746845,-89.0400224 42.5746494,-89.041616 42.5746637,-89.042693 42.5746791))",870649575,West Bay Drive,,residential,0,0,
"MULTILINESTRING ((-88.9753947 42.5282233,-88.9744834 42.5285403))",910333958,State Highway 81,WI 81,primary,1,1,40
"MULTILINESTRING ((-88.9744827 42.5282127,-88.9753748 42.5278957))",910333960,State Highway 81,WI 81,primary,1,1,40
"MULTILINESTRING ((-88.9744834 42.5285403,-88.9744122 42.5285659,-88.9741761 42.5286324,-88.9741104 42.5286459,-88.9740235 42.5286606,-88.9739385 42.5286683,-88.973818 42.5286772,-88.9736861 42.5286788,-88.9734951 42.5286726))",910333961,State Highway 81,WI 81,primary,1,0,
"MULTILINESTRING ((-89.0383603 42.4983698,-89.0382564 42.498353,-89.0381599 42.4983491,-89.0380687 42.4983491,-89.0379507 42.4983688,-89.0378034 42.4984303,-89.0377498 42.4984695))",912855127,Water Street,,residential,0,0,
"MULTILINESTRING ((-89.0393019 42.4966106,-89.0395799 42.4966087,-89.03968 42.496607,-89.0397126 42.4966064,-89.0398776 42.496598,-89.0407934 42.4965194))",912855128,Shirland Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0389424 42.4966032,-89.0393019 42.4966106))",912855129,Shirland Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0111719 42.5842099,-89.0111602 42.5817772,-89.0111597 42.5816714,-89.0111325 42.5760348,-89.0111363 42.5757802,-89.0111743 42.5732049,-89.0111905 42.5721018,-89.0112064 42.571027,-89.0112129 42.570586,-89.0112243 42.5699191))",913491853,County Highway G,CTH G,secondary,0,0,
"MULTILINESTRING ((-89.037807 42.500247,-89.037984 42.500784,-89.0379993 42.5008652,-89.0380101 42.5009364,-89.0380113 42.5009712,-89.0380122 42.5009966,-89.0380101 42.5010584,-89.0380036 42.5011265,-89.0379907 42.5011883,-89.0379477 42.5013515,-89.0379333 42.5014112,-89.0379198 42.5014671,-89.0379083 42.5015556))",914791036,4th Street,WI 213,primary,0,0,25
"MULTILINESTRING ((-89.0365617 42.5008353,-89.0367193 42.5010142,-89.0367989 42.501091,-89.0369269 42.5011807,-89.0370961 42.5012624,-89.0371906 42.501308,-89.0373598 42.5013817,-89.0375496 42.5014678,-89.0376524 42.5015009,-89.0377279 42.5015189,-89.0378085 42.5015353,-89.0379083 42.5015556))",914791037,West Grand Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0429364 42.4963399,-89.0429077 42.4964992,-89.0428506 42.4967815,-89.0427289 42.4974735,-89.0425447 42.4981267,-89.0425169 42.4981825,-89.0424878 42.49823,-89.0423605 42.4984421,-89.042216 42.4986581,-89.0418807 42.4991618,-89.0417982 42.49928,-89.0417456 42.4993561,-89.041732 42.4993833,-89.0417256 42.4994249,-89.04172 42.5000843,-89.0417196 42.5001364,-89.0417218 42.500338,-89.0417262 42.5007522,-89.0417083 42.5017009))",914791038,Bluff Street,,residential,0,0,
"MULTILINESTRING ((-89.0379083 42.5015556,-89.0380426 42.5015773,-89.0380918 42.5015853,-89.0383509 42.5016261,-89.038541 42.5016526,-89.0386591 42.5016663,-89.0387637 42.5016718,-89.038902 42.5016773,-89.0390561 42.5016794,-89.0391426 42.5016806,-89.0393375 42.5016809,-89.039549 42.5016813,-89.0401537 42.5016822,-89.0407093 42.5016889,-89.0412522 42.5016954,-89.0416005 42.5016996,-89.0417083 42.5017009))",914791039,West Grand Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0417083 42.5017009,-89.0425073 42.5017175,-89.0426865 42.5017166,-89.0429114 42.5017154,-89.0433759 42.5017145,-89.0436104 42.5017141,-89.0444372 42.5017124,-89.0456915 42.5017174,-89.046019 42.5017248,-89.0465708 42.5017393,-89.051459 42.5017429))",914791040,West Grand Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0514997 42.4962778,-89.0514745 42.4963228,-89.051468 42.4963592,-89.0514624 42.4967527,-89.0514624 42.4971702,-89.0514669 42.4972738,-89.0514545 42.4980719,-89.0514545 42.498265,-89.0514616 42.4989774))",914791041,Hackett Street,,tertiary,0,0,
"MULTILINESTRING ((-89.0409571 42.5163209,-89.0410055 42.5164836,-89.0411625 42.5170683,-89.0413014 42.517528))",914791042,6th Street,,tertiary,0,0,
"MULTILINESTRING ((-89.0378823 42.5110889,-89.0383234 42.5110797,-89.0386034 42.5110739,-89.0390652 42.5110642,-89.0391714 42.5110616,-89.0392637 42.5110623,-89.0403287 42.51104))",914791043,East Liberty Avenue,"WI 81;WI 213",primary,0,0,
"MULTILINESTRING ((-89.0379229 42.5072267,-89.0377934 42.5072295))",914791044,Portland Avenue,WI 81,primary,1,0,
"MULTILINESTRING ((-89.0377934 42.5072295,-89.0377927 42.507313))",914791045,4th Street,WI 213,primary,1,0,25
"MULTILINESTRING ((-89.0417662 42.5034699,-89.0418151 42.5047621,-89.0418363 42.5053229,-89.0418603 42.5072726))",914791046,Bluff Street,,residential,0,0,
"MULTILINESTRING ((-89.0380816 42.5073005,-89.0384794 42.5072969,-89.0387357 42.5072946,-89.0388796 42.5072933,-89.0390927 42.5072914,-89.0391877 42.5072904,-89.0392873 42.5072913,-89.0406297 42.5072945,-89.040735 42.5072931,-89.0411845 42.5072823,-89.0418603 42.5072726))",914791047,Portland Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.046756 42.5073062,-89.0467714 42.5077397,-89.0467814 42.5091797,-89.0467913 42.5095847,-89.0468371 42.5109076,-89.0468774 42.5127055,-89.0469129 42.5145131,-89.0469515 42.5160197))",914791048,8th Street,,residential,0,0,
"MULTILINESTRING ((-89.046756 42.5073062,-89.0473616 42.507311,-89.0479746 42.5073179,-89.0485955 42.507321,-89.0491936 42.5073232,-89.0504164 42.5073286,-89.0514904 42.5073296))",914791049,Portland Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0417662 42.5034699,-89.0429837 42.5034777,-89.0441905 42.5034803,-89.0454328 42.5034907,-89.0465937 42.5034907))",914791050,West Saint Lawrence Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0465937 42.5034907,-89.0466574 42.5036108,-89.0467175 42.5053224,-89.046756 42.5073062))",914791051,8th Street,,residential,0,0,
"MULTILINESTRING ((-89.0417083 42.5017009,-89.0417307 42.502138,-89.0417379 42.5023995,-89.0417482 42.5027713,-89.0417662 42.5034699))",914791052,Bluff Street,,residential,0,0,
"MULTILINESTRING ((-89.0379226 42.5034464,-89.0387933 42.5034542,-89.0391153 42.5034516,-89.039179 42.5034516,-89.039264 42.503449,-89.0402479 42.5034568,-89.0405346 42.5034568,-89.0417662 42.5034699))",914791053,West Saint Lawrence Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0533972 42.5217826,-89.0534702 42.5218197,-89.0537113 42.5218181,-89.0540228 42.5218196))",914791054,House Street,,tertiary,0,0,
"MULTILINESTRING ((-89.0540626 42.5253848,-89.054086 42.525878))",914791055,Moore Street,,residential,0,0,
"MULTILINESTRING ((-89.0444904 42.525268,-89.0488573 42.5253213,-89.0505393 42.5253418,-89.0526404 42.5253675,-89.0539888 42.5253839,-89.0540626 42.5253848))",914791056,Burton Street,,tertiary,0,0,
"MULTILINESTRING ((-89.0692043 42.5255277,-89.0699508 42.5255397,-89.0703873 42.5255481,-89.0716416 42.5255638,-89.0718975 42.5255623,-89.0720729 42.525558,-89.0722142 42.5255385,-89.0723566 42.5255108,-89.0724789 42.5254783,-89.0726186 42.5254318,-89.0727873 42.5253568,-89.0736963 42.5246996))",914791057,Burton Street,,tertiary,0,0,
"MULTILINESTRING ((-89.0692043 42.5255277,-89.069203 42.526004,-89.0691941 42.526493,-89.069185 42.526989,-89.069181 42.52722))",914791058,Fir Drive,,residential,0,0,
"MULTILINESTRING ((-89.0701534 42.5232508,-89.0702388 42.5231744,-89.0703062 42.5230851,-89.0704072 42.5229511,-89.0704696 42.5228741,-89.0705451 42.5227933,-89.0706587 42.5226853,-89.0708753 42.5225142))",914791059,Woodman Lane,,residential,0,0,
"MULTILINESTRING ((-89.06734 42.5211031,-89.0673283 42.5218582))",914791062,Bittel Street,,residential,0,0,
"MULTILINESTRING ((-89.063977 42.5172179,-89.063872 42.517311,-89.063808 42.517383,-89.063757 42.517484,-89.0637567 42.5175159,-89.0637546 42.5177158,-89.06375 42.5181681))",914791063,Ritsher Street,,residential,0,0,
"MULTILINESTRING ((-89.06375 42.5181681,-89.063751 42.518319))",914791064,Ritsher Street,,residential,0,0,
"MULTILINESTRING ((-89.0225595 42.4985686,-89.0232557 42.4986037,-89.0240321 42.4986586,-89.0242158 42.4986665,-89.0243989 42.4986706,-89.0255153 42.4986757,-89.0260835 42.4986746,-89.0264954 42.4986758,-89.0267325 42.4986764,-89.026897 42.4986769))",914921442,Broad Street,US 51,primary,0,0,25
"MULTILINESTRING ((-89.0357649 42.4998339,-89.0357278 42.4998085,-89.0356672 42.4997819,-89.0356365 42.4997684,-89.035537 42.4997348,-89.0354257 42.4996971,-89.0353675 42.4996774,-89.0352764 42.4996517,-89.0352393 42.4996438,-89.035195 42.4996386,-89.0351437 42.4996373,-89.0348142 42.4996367,-89.0337786 42.4996402,-89.0336331 42.4996407))",914921443,East Grand Avenue,,residential,0,0,15
"MULTILINESTRING ((-89.033637 42.4986978,-89.033638 42.4988165,-89.0336416 42.4992254,-89.0336351 42.4995453,-89.0336331 42.4996407))",914921444,Pleasant Street,US 51,primary,0,0,25
"MULTILINESTRING ((-89.0267918 42.5080348,-89.0266795 42.508036,-89.0255966 42.5080471,-89.025456 42.5080486,-89.0253266 42.508049,-89.0242537 42.5080521,-89.024101 42.5080526))",914921445,Woodward Avenue,,tertiary,0,0,25
"MULTILINESTRING ((-89.0267918 42.5080348,-89.0267908 42.5081125,-89.0267631 42.5102875,-89.026774 42.5104221,-89.0267898 42.5105208,-89.0268336 42.5106083,-89.026849 42.5106389))",914921446,Park Avenue,,tertiary,1,0,
"MULTILINESTRING ((-89.0212354 42.5110589,-89.0211706 42.5111264,-89.0207371 42.5115778))",914921447,Prairie Avenue,CTH G,secondary,0,0,25
"MULTILINESTRING ((-89.0207925 42.5179194,-89.0207921 42.5179886,-89.0207897 42.5184681,-89.0207884 42.5187093,-89.0207797 42.5204142,-89.0207876 42.5215216,-89.0207757 42.5226379))",914921448,Porter Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0207757 42.5226379,-89.0198753 42.5226261,-89.0189562 42.5226216,-89.0180391 42.5226081,-89.0166488 42.5226017,-89.0154682 42.5225906,-89.0149337 42.5226011))",914921449,Henry Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0118818 42.5222245,-89.0118826 42.5223216,-89.0118846 42.5225571,-89.01187 42.5235639))",914921450,Prairie Avenue,CTH G,secondary,0,0,25
"MULTILINESTRING ((-89.0267625 42.5226699,-89.0267742 42.5250721,-89.026771 42.52517,-89.026771 42.525402,-89.0267468 42.5277803,-89.0267437 42.528861,-89.0267502 42.5293048,-89.0267517 42.5295555,-89.0267527 42.5297241,-89.0267532 42.5298094,-89.0267537 42.5299039,-89.026755 42.5301195,-89.0267572 42.5304808,-89.02676 42.5314305,-89.026759 42.531641,-89.026739 42.531831,-89.0266213 42.5323152))",914921454,Park Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0267625 42.5226699,-89.026176 42.5226659,-89.0254774 42.5226612,-89.0248169 42.5226553,-89.0241606 42.5226495,-89.0230218 42.5226466,-89.0213847 42.5226437,-89.0207757 42.5226379))",914921455,Henry Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0290943 42.5195651,-89.0292538 42.519501,-89.0293843 42.5194368,-89.0295224 42.5193394))",914921456,Eclipse Boulevard,,residential,1,0,
"MULTILINESTRING ((-89.029425 42.5192563,-89.0291764 42.5194368,-89.0290943 42.5195651))",914921458,Eclipse Boulevard,,residential,1,0,
"MULTILINESTRING ((-89.026778 42.520402,-89.0267665 42.5220814,-89.0267654 42.5222502,-89.0267645 42.5223703,-89.0267625 42.5226699))",914921462,Park Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.0241567 42.5204287,-89.0241606 42.5226495))",914921463,Wisconsin Avenue,,residential,0,0,
"MULTILINESTRING ((-89.026778 42.520402,-89.026678 42.5204043,-89.0254774 42.5204316,-89.0248368 42.5204316,-89.0241567 42.5204287))",914921464,Summit Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0241106 42.5130585,-89.024111 42.5131274,-89.0241146 42.5138368,-89.0241178 42.5146053,-89.0241221 42.5153864,-89.0241214 42.5156726,-89.0241212 42.5157611,-89.0241259 42.5158765,-89.0241406 42.5163104,-89.0241427 42.5163736,-89.0241594 42.5171159,-89.0241598 42.5171683,-89.0241653 42.5178438,-89.0241661 42.5179474,-89.0241664 42.5180068,-89.02417 42.518743,-89.024163 42.519557,-89.0241567 42.5204287))",914921465,Wisconsin Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0267995 42.5130906,-89.0266735 42.5130881,-89.0261188 42.5130773,-89.025459 42.5130644,-89.0247892 42.5130615,-89.0242476 42.5130591,-89.0241106 42.5130585))",914921466,Keeler Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0268413 42.5110188,-89.0268293 42.5116141,-89.0268099 42.5125768,-89.0268009 42.5130232,-89.0267995 42.5130906))",914921467,Park Avenue,,tertiary,0,0,
"MULTILINESTRING ((-89.026897 42.4986769,-89.0268916 42.4987854,-89.0268828 42.4989629,-89.0268781 42.4990562,-89.0268767 42.4991732,-89.0268762 42.4992112,-89.0268767 42.4995821,-89.0268768 42.4996777))",914921650,Park Avenue,,tertiary,0,0,30
"MULTILINESTRING ((-89.0268768 42.4996777,-89.026726 42.4996777,-89.0255045 42.4996777,-89.0253657 42.4996757,-89.0242971 42.4996602,-89.024143 42.499658))",914921651,East Grand Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0208366 42.4980076,-89.0206482 42.4978862,-89.02053 42.4977952,-89.0204415 42.4977114,-89.0203014 42.4975682,-89.0202098 42.497428,-89.0201411 42.4972773))",914925838,Dearborn Street,US 51,primary,1,0,25
"MULTILINESTRING ((-89.0087603 42.5068643,-89.0044604 42.5068591,-89.0023719 42.5068565,-89.0016183 42.5068571,-89.0012528 42.5068574,-89.0010058 42.5068581,-88.9947241 42.5068751))",914925839,Colley Road,,tertiary,0,0,35
"MULTILINESTRING ((-88.9616871 42.5101178,-88.9551818 42.5099774,-88.9539641 42.5099656))",914925840,Colley Road,,residential,0,0,35
"MULTILINESTRING ((-88.9765116 42.5103246,-88.976507 42.5105266,-88.9764978 42.5106672,-88.9764858 42.510784,-88.9764854 42.510788,-88.9764577 42.5109314,-88.9764177 42.5110978,-88.9763469 42.5113184,-88.9762945 42.5114515,-88.9762324 42.5115764,-88.976111 42.511777,-88.9760337 42.5118974,-88.9759191 42.5120489,-88.9758766 42.5120935,-88.9757915 42.5121929,-88.9756827 42.5123022,-88.9756007 42.5123637,-88.9754806 42.5124762,-88.9746897 42.5132438,-88.9745595 42.5133793))",914925841,Gateway Boulevard,,secondary,1,0,
"MULTILINESTRING ((-88.9906582 42.5216436,-88.9907058 42.5217151,-88.990887 42.521987,-88.990971 42.522124,-88.991037 42.522258,-88.9911163 42.5224183,-88.99114 42.522541,-88.991168 42.522691,-88.991185 42.522851,-88.9912136 42.5230333,-88.991259 42.523322,-88.9912909 42.5235791,-88.991301 42.52366,-88.991316 42.523822,-88.991444 42.524772,-88.991482 42.525013,-88.991499 42.525072,-88.991523 42.525107,-88.991538 42.525176))",914925843,Lee Lane,,residential,0,0,
"MULTILINESTRING ((-88.9855396 42.5236715,-88.9856869 42.5236108,-88.9863667 42.5233307,-88.9877654 42.52277,-88.9892139 42.5221957,-88.9906582 42.5216436))",914925844,Milwaukee Road,WI 81,primary,1,0,40
"MULTILINESTRING ((-88.9950492 42.5146542,-88.9949097 42.5146463,-88.9944823 42.5146461,-88.9938994 42.5146441,-88.9930429 42.5146423,-88.9928584 42.5146438,-88.9920987 42.5146502,-88.991782 42.514656,-88.9915 42.514724,-88.991238 42.51482,-88.990993 42.514939,-88.9905741 42.5151501,-88.9895615 42.5156602,-88.989163 42.515861,-88.9885081 42.5162033,-88.9875611 42.5166984,-88.9871903 42.5168922))",914925845,Kennedy Drive,,residential,0,0,
"MULTILINESTRING ((-88.982343 42.5193419,-88.9835497 42.5209883,-88.9839851 42.5215885,-88.9842549 42.5219603,-88.9844618 42.5222455,-88.984516 42.522321,-88.9846248 42.5224726,-88.9847799 42.5226891))",914925846,Cranston Road,,tertiary,0,0,
