WKT,osm_id,name,ref,type,oneway,bridge,maxspeed
"MULTILINESTRING ((-88.9393183 42.5704425,-88.9379038 42.5708517))",21573875,East Church Street,,residential,0,0,
"MULTILINESTRING ((-88.9952363 42.5109492,-88.9969523 42.510629,-88.9970728 42.5105913,-88.997602 42.5103308,-88.9978186 42.5102419,-88.997978 42.5101922,-88.9981149 42.5101591,-88.9982681 42.510135,-88.998405 42.5101199,-88.9985542 42.5101169,-88.9990752 42.5101214,-88.9992529 42.5101229,-88.9993545 42.5101309,-88.9995124 42.5101079,-89.00002 42.509996,-89.000107 42.5099768,-89.0001989 42.5099572,-89.0003093 42.5099452,-89.0004421 42.5099407,-89.0006471 42.5099372,-89.0016448 42.5099466,-89.0020564 42.5099486,-89.0022789 42.5099497,-89.0023382 42.5099362,-89.0023843 42.5099181))",21573877,Springbrook Court,,residential,0,0,
"MULTILINESTRING ((-89.061345 42.504438,-89.063789 42.5044807,-89.0662014 42.504517))",21573881,Fairfax Avenue,,residential,0,0,
"MULTILINESTRING ((-89.013677 42.505764,-89.0136502 42.5069124))",21573897,Gartner Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0324011 42.5133205,-89.0322671 42.5133305,-89.0313067 42.5133906))",21573902,ABC Drive,,residential,1,0,
"MULTILINESTRING ((-89.030518 42.515028,-89.030529 42.514837,-89.0305712 42.51468,-89.03058 42.514647,-89.030669 42.51453,-89.0307596 42.5144324,-89.0312973 42.5138534,-89.031318 42.5137033,-89.0313217 42.513563,-89.0313165 42.5134816,-89.0313067 42.5133906))",21573903,ABC Drive,,residential,0,0,
"MULTILINESTRING ((-88.96344 42.532355,-88.96342 42.532317,-88.963335 42.532279,-88.963231 42.532296,-88.961926 42.532804,-88.959677 42.533693,-88.958024 42.534406,-88.956779 42.535119,-88.95593 42.535729,-88.953534 42.53767,-88.953502 42.537697))",21573910,Clinic Road,,residential,0,0,
"MULTILINESTRING ((-89.0112057 42.5250941,-89.0110058 42.5249306,-89.0109205 42.5248914))",21573916,Moccasin Trail,,residential,0,0,
"MULTILINESTRING ((-89.0406993 42.5053258,-89.0407113 42.505842,-89.0407176 42.5061099))",21573944,Parker Court,,residential,0,0,
"MULTILINESTRING ((-88.999203 42.533418,-88.999117 42.53345,-88.998922 42.533485,-88.998714 42.533493,-88.99421 42.533463,-88.994007 42.533433,-88.993842 42.533396,-88.993716 42.53334,-88.993613 42.533207))",21573949,Bootmaker Drive North,,residential,0,0,
"MULTILINESTRING ((-89.033281 42.501352,-89.0331609 42.5013517,-89.0314703 42.5013491,-89.0310783 42.5013457,-89.0309019 42.5013451,-89.0307729 42.5013455,-89.0302276 42.5013473,-89.0297106 42.5013489,-89.0295669 42.5013494,-89.0294557 42.5013505,-89.0290303 42.5013546,-89.0288944 42.5013559,-89.0283575 42.5013611,-89.0282319 42.5013623,-89.0281098 42.5013631,-89.0270314 42.5013698,-89.0268561 42.5013709))",21573973,Bushnell Street,,tertiary,0,0,25
"MULTILINESTRING ((-89.0514669 42.5008026,-89.0539311 42.5008088,-89.0563927 42.5008094,-89.0588499 42.5008166,-89.0613066 42.5008113,-89.0637467 42.5008173,-89.0662361 42.5008301,-89.068628 42.500798,-89.071066 42.500804,-89.072102 42.500809,-89.072188 42.50081,-89.073554 42.500821,-89.075671 42.500836,-89.07587 42.500837))",21573975,West Jackson Street,,residential,0,0,
"MULTILINESTRING ((-89.008749 42.5335953,-89.0087408 42.5345195,-89.0087374 42.5349129,-89.008727 42.5360866,-89.008706 42.537464,-89.008677 42.538974,-89.00861 42.539278,-89.008541 42.539467,-89.008444 42.539666,-89.008368 42.539877,-89.008329 42.540205,-89.008317 42.54038,-89.008343 42.5417464))",21573990,Skyline Drive,,residential,0,0,
"MULTILINESTRING ((-89.021595 42.547687,-89.021581 42.549489,-89.0215789 42.5498875,-89.0215774 42.5501594,-89.0215736 42.5508785,-89.0215567 42.5540569,-89.0215535 42.5541848,-89.0215393 42.5547552,-89.021531 42.5550871,-89.0215175 42.5552334))",21573998,Bartells Drive,,residential,0,0,25
"MULTILINESTRING ((-88.963376 42.539812,-88.961697 42.539782,-88.961525 42.539778,-88.960402 42.53974,-88.960321 42.539737,-88.958928 42.539722,-88.95881 42.53972,-88.958151 42.539713,-88.957847 42.53971,-88.957818 42.53971,-88.957694 42.539703,-88.957218 42.539675,-88.957119 42.539674,-88.95535 42.539662,-88.955206 42.539626,-88.955119 42.539547))",21574054,Minnie Lane,,residential,0,0,
"MULTILINESTRING ((-88.944348 42.539695,-88.944311 42.539455,-88.944313 42.539307,-88.9443665 42.539124))",21574097,South Molar Lane,,residential,0,0,
"MULTILINESTRING ((-89.005196 42.535831,-89.003436 42.5358439))",21574104,Alongi Lane,,residential,0,0,
"MULTILINESTRING ((-89.0465708 42.5017393,-89.047007 42.5018804,-89.0475168 42.5020573,-89.050821 42.5032705,-89.0508889 42.5032954,-89.0514676 42.5035174))",21574105,Brooks Street,,residential,0,0,
"MULTILINESTRING ((-89.049048 42.4962663,-89.0490309 42.496737,-89.0490301 42.4972609,-89.0490237 42.4982542,-89.0490125 42.4992566,-89.0490126 42.5001579))",21574108,Adams Street,,residential,0,0,
"MULTILINESTRING ((-88.99204 42.533234,-88.99198 42.533274,-88.99175 42.533342,-88.991043 42.533366,-88.990105 42.53335,-88.988119 42.533307,-88.987735 42.533166))",21574142,East Collingswood Drive,,residential,0,0,
"MULTILINESTRING ((-88.998025 42.54746,-88.998035 42.548588,-88.998053 42.549689))",21574145,South Hazelwood Drive,,residential,0,0,
"MULTILINESTRING ((-89.0301347 42.5250933,-89.030136 42.525233,-89.030134 42.525311,-89.0301223 42.527812,-89.0301048 42.5293149))",21574154,Cottage Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0324068 42.5342303,-89.0323393 42.5342547,-89.0322069 42.5342574,-89.0320603 42.5342497,-89.0299391 42.5341005,-89.0264949 42.5338897))",21574156,Club Lane,,residential,0,0,
"MULTILINESTRING ((-89.034264 42.549892,-89.0356933 42.5498936,-89.036062 42.549894,-89.0362 42.549915,-89.03631 42.549976,-89.036359 42.550068,-89.036366 42.550372,-89.036356 42.550471,-89.036234 42.550672))",21574169,South Waterford Court,,residential,0,0,
"MULTILINESTRING ((-89.017507 42.544207,-89.017509 42.544127,-89.017487 42.544033,-89.017399 42.543964,-89.016285 42.543841,-89.016258 42.543833,-89.016141 42.543822,-89.015023 42.543716,-89.01487 42.543701,-89.014363 42.54365,-89.014117 42.543618,-89.013814 42.543609,-89.013663 42.543618,-89.012586 42.54378,-89.012389 42.543811,-89.012161 42.543837,-89.0118022 42.5438519,-89.0116497 42.5438612,-89.0112847 42.5438571,-89.0108098 42.5438559,-89.0105788 42.5438553,-89.0103809 42.5438548,-89.010034 42.543854,-89.009903 42.543848,-89.0098047 42.5438239,-89.009773 42.543774))",21574202,East Post Road,,residential,0,0,
"MULTILINESTRING ((-89.0151652 42.5146226,-89.015161 42.5147921,-89.0151749 42.5148602,-89.0152079 42.5148867,-89.0152518 42.5148892,-89.0152847 42.5148788,-89.0153129 42.5148423,-89.0153361 42.5148031,-89.0153414 42.5146276))",21574215,Carnegie Court,,residential,1,0,
"MULTILINESTRING ((-89.033989 42.552982,-89.033752 42.55297,-89.033016 42.552964,-89.029274 42.552912,-89.0264739 42.5529038))",21574363,East Columbine Drive,,residential,0,0,
"MULTILINESTRING ((-89.0278203 42.5478613,-89.028685 42.547851,-89.028821 42.547862,-89.028899 42.547893,-89.028973 42.547968,-89.029247 42.548509))",21574409,Nakoma Court,,residential,0,0,
"MULTILINESTRING ((-88.99374 42.5403248,-88.9939965 42.5405095,-88.9940481 42.5405701,-88.9940964 42.5406668,-88.9940982 42.5407516,-88.9940803 42.5408388,-88.9940439 42.5409357,-88.9938899 42.541311,-88.9938731 42.541408,-88.9938695 42.5415098,-88.9938817 42.5416624,-88.993887 42.541728,-88.993916 42.54202,-88.9939634 42.5424983,-88.9939721 42.5425862,-88.993983 42.542696,-88.9940534 42.5438961,-88.9940734 42.5444393,-88.9940705 42.5445415,-88.9940504 42.5446976,-88.9936875 42.5462746,-88.993597 42.546688,-88.993532 42.546936,-88.993337 42.547655,-88.992881 42.549441,-88.992435 42.551233,-88.992008 42.552952,-88.99177 42.553856,-88.991749 42.5539348,-88.991669 42.554235,-88.991505 42.554852,-88.991324 42.55538,-88.990776 42.556427,-88.988771 42.559507,-88.987051 42.561579,-88.986619 42.562146,-88.986509 42.562298,-88.986349 42.562519,-88.986178 42.562686,-88.9860656 42.5627741,-88.98579 42.56299,-88.985315 42.563238,-88.983102 42.564257,-88.982913 42.564389,-88.9828065 42.5645073,-88.982743 42.5646651,-88.9827227 42.5648332,-88.9827268 42.5666507,-88.9827115 42.5673253,-88.982739 42.5674784,-88.9827727 42.5676107,-88.98284 42.5678122,-88.9830175 42.5683258,-88.9830615 42.5684681,-88.9830742 42.5685629))",21574424,South Creek Road,,residential,0,0,
"MULTILINESTRING ((-89.0403327 42.524017,-89.0419916 42.5237683))",21574465,Caldwell Avenue,,residential,0,0,
"MULTILINESTRING ((-89.013543 42.5211435,-89.0130158 42.5214296,-89.0129992 42.5225647,-89.0129761 42.5238848,-89.0129893 42.5241941,-89.0129792 42.5249957))",21574552,Congress Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0073103 42.5141564,-89.0072154 42.5140539,-89.0071033 42.5139244,-89.006791 42.513424,-89.006773 42.513392,-89.006774 42.513374,-89.006734 42.51327,-89.006674 42.51316,-89.006294 42.512547,-89.006221 42.512439,-89.006119 42.512324,-89.0059917 42.5121695))",21574557,Leeson Park Road,,residential,0,0,25
"MULTILINESTRING ((-89.006119 42.512324,-89.006172 42.51247,-89.006224 42.512567,-89.0063128 42.5127093,-89.0065538 42.5130958,-89.00665 42.51325,-89.006752 42.51338,-89.006773 42.513392))",21574560,Leeson Park Road,,residential,0,0,25
"MULTILINESTRING ((-89.015039 42.542181,-89.015034 42.542867))",21574572,Butlin Court,,residential,0,0,
"MULTILINESTRING ((-88.999392 42.532273,-88.999141 42.532432,-88.999003 42.532493,-88.998839 42.532542,-88.998669 42.53255,-88.996734 42.532514,-88.996515 42.532485,-88.996406 42.532474,-88.996095 42.53241,-88.995982 42.532382,-88.995743 42.532313,-88.995619 42.532271,-88.9955839 42.5322555,-88.995497 42.532217,-88.9954218 42.5321732,-88.995279 42.53209,-88.995187 42.532021,-88.9946367 42.5315995,-88.994508 42.531501,-88.994387 42.531429,-88.994263 42.531369,-88.994126 42.531323,-88.993983 42.531287,-88.993831 42.53126,-88.993607 42.531237,-88.993361 42.531209,-88.992205 42.531222,-88.98895 42.53121,-88.98768 42.531205,-88.987632 42.531216))",21574614,Austin Place,,residential,0,0,
"MULTILINESTRING ((-88.9985662 42.5183124,-88.998591 42.518362,-88.9986375 42.5184714,-88.998651 42.518531,-88.998681 42.518679,-88.998695 42.520369,-88.998718 42.521178,-88.998659 42.521386,-88.99846 42.52159,-88.998298 42.521615,-88.998097 42.521687,-88.997826 42.521836,-88.997459 42.522351,-88.997338 42.522608,-88.997354 42.522659,-88.997412 42.522753,-88.99756 42.522882,-88.997644 42.522933))",21574656,Morgan Terrace,,residential,0,0,
"MULTILINESTRING ((-88.997338 42.522608,-88.997221 42.522689,-88.99677 42.52295))",21574659,Morgan Terrace,,residential,0,0,
"MULTILINESTRING ((-89.0290163 42.5250808,-89.0290142 42.5258714,-89.0290091 42.5278025,-89.029002 42.527912,-89.0289864 42.5293124))",21574685,Mound Avenue,,residential,0,0,
"MULTILINESTRING ((-89.017476 42.546205,-89.01747 42.546729))",21574822,North Robinson Drive,,residential,0,0,
"MULTILINESTRING ((-89.0503225 42.5091896,-89.0503163 42.5095972,-89.0503273 42.5106805,-89.0503271 42.5108338,-89.0503366 42.5112333,-89.0503598 42.5126316,-89.050389 42.514434,-89.050414 42.5159345))",21574844,11th Street,,residential,0,0,
"MULTILINESTRING ((-89.0504164 42.5073286,-89.050418 42.5077494,-89.0504685 42.5091886))",21574846,11th Street,,residential,0,0,
"MULTILINESTRING ((-89.0503274 42.5035188,-89.0503383 42.5039836,-89.050357 42.5053298,-89.0503597 42.50542))",21574848,11th Street,,residential,0,0,
"MULTILINESTRING ((-89.0392708 42.5128742,-89.0392706 42.5128169,-89.0392637 42.5110623,-89.0392809 42.5091536,-89.0392873 42.5072913,-89.0392886 42.5053122,-89.039264 42.503449))",21574850,5th Street,,residential,1,0,
"MULTILINESTRING ((-89.0391153 42.5034516,-89.0391213 42.505311,-89.0391003 42.5067624,-89.0390957 42.5070867,-89.0390927 42.5072914,-89.0390692 42.5078915,-89.0390523 42.5091514,-89.0390574 42.5108843,-89.0390652 42.5110642,-89.0391049 42.5128169,-89.0391062 42.5128763))",21574855,5th Street,,residential,1,0,
"MULTILINESTRING ((-88.998228 42.531004,-88.999553 42.530652,-88.999689 42.530635,-88.999792 42.530636))",21574867,Oxford Lane,,residential,0,0,
"MULTILINESTRING ((-89.001364 42.5301628,-89.0021209 42.5299746))",21574868,Oxford Lane,,residential,0,0,
"MULTILINESTRING ((-89.0021388 42.5290236,-89.0015034 42.5291163,-89.0012843 42.5291395,-89.0011786 42.5291289,-89.0010874 42.5291006,-89.0010422 42.5290765,-89.0009146 42.5290086,-89.0006889 42.5287963,-89.000573 42.52867,-89.0004681 42.5286194,-89.0002232 42.5285274,-89.0000215 42.5284814,-88.9999207 42.5284708,-88.9996518 42.5284708,-88.9993926 42.5284672,-88.9992821 42.5284495,-88.9991848 42.5284268,-88.9989941 42.5283823,-88.9986916 42.5282726,-88.9985283 42.5282373,-88.9983603 42.5282196,-88.9976881 42.5282218,-88.99728 42.5282231,-88.9969775 42.5282302,-88.9968719 42.5282514,-88.9967471 42.5283151,-88.996564 42.5284481))",21574898,Cobblestone Lane,,residential,0,0,
"MULTILINESTRING ((-88.9958222 42.5289132,-88.995483 42.529022,-88.995379 42.529086,-88.99535 42.529114,-88.995264 42.529227))",21574904,Cobblestone Lane,,residential,1,0,
"MULTILINESTRING ((-89.030498 42.544332,-89.026399 42.544307))",21574986,Post Road,,residential,0,0,
"MULTILINESTRING ((-89.075955 42.512052,-89.078387 42.51203))",21575069,Crestview Drive,,residential,0,0,
"MULTILINESTRING ((-89.033501 42.568656,-89.0316309 42.5686423,-89.0306788 42.5686354,-89.027864 42.5686148,-89.0255184 42.5686046,-89.0249408 42.5686021,-89.0216019 42.5685875,-89.0212416 42.5685859,-89.0163859 42.5685581,-89.01636 42.568558,-89.0113564 42.5685292,-89.011314 42.568529,-89.011242 42.568529))",21575075,East Philhower Road,,tertiary,0,0,
"MULTILINESTRING ((-89.0311606 42.5293351,-89.031104 42.530753))",21575087,Morris Court,,residential,0,0,
"MULTILINESTRING ((-89.01621 42.525961,-89.0166 42.526252,-89.016688 42.526386,-89.016744 42.526528,-89.01679 42.526696,-89.0171406 42.5285148,-89.0172099 42.5292954,-89.017375 42.5300329,-89.0174481 42.5303596,-89.0175645 42.5308361,-89.0176558 42.5312098,-89.0177155 42.5314544,-89.0177375 42.5315445,-89.0178649 42.5320369,-89.0179245 42.5322671))",21575094,Pioneer Drive,,residential,0,0,
"MULTILINESTRING ((-89.018249 42.533534,-89.018326 42.53355,-89.018422 42.53364,-89.018466 42.533751,-89.018492 42.533877,-89.0187872 42.5351159,-89.0189732 42.5359024,-89.0191568 42.5366577,-89.0193689 42.5374312,-89.019544 42.53819,-89.0197327 42.5389811,-89.0199987 42.5400474))",21575097,Pioneer Drive,,residential,0,0,
"MULTILINESTRING ((-89.0368197 42.5052647,-89.0370111 42.5052682,-89.037816 42.5052828,-89.0379171 42.5052846,-89.0384791 42.5053049,-89.0391213 42.505311,-89.039213 42.5053122,-89.0392886 42.5053122,-89.0405802 42.5053231,-89.0406993 42.5053258,-89.0418363 42.5053229,-89.0430403 42.5052963,-89.0442578 42.5053093,-89.0454753 42.5053146,-89.0467175 42.5053224,-89.0473369 42.5053224,-89.047915 42.505298,-89.0485279 42.5053005,-89.0491487 42.5053287,-89.0497664 42.5053273,-89.050357 42.5053298,-89.0514874 42.5053407,-89.0521052 42.5053373,-89.0527057 42.5053437,-89.0533041 42.5053468,-89.0539071 42.5053481,-89.054504 42.5053502,-89.0550924 42.5053573,-89.0556883 42.5053595,-89.0564169 42.5053525,-89.0570484 42.5053551,-89.0576863 42.5053445,-89.0583111 42.5053407,-89.0589121 42.5053528,-89.059531 42.5053457,-89.060108 42.505348,-89.060743 42.5053506,-89.061347 42.505353,-89.063796 42.5053731,-89.0662026 42.5054166,-89.0685248 42.5054268))",21575106,Roosevelt Avenue,,residential,0,0,
"MULTILINESTRING ((-89.035497 42.547478,-89.034904 42.547427,-89.034556 42.547436,-89.034399 42.547457,-89.034266 42.547489,-89.034152 42.547532,-89.033878 42.547687,-89.032982 42.548311))",21575126,East Adventure Court,,residential,0,0,
"MULTILINESTRING ((-88.988912 42.54488,-88.989105 42.544284,-88.989487 42.543202,-88.989812 42.542479,-88.989878 42.542299,-88.989926 42.542118,-88.989953 42.541937,-88.989888 42.540953,-88.989887 42.540828,-88.989896 42.540695,-88.990024 42.540145,-88.990047 42.540001,-88.9900578 42.5396139,-88.990044 42.539576,-88.9900067 42.539548,-88.9899707 42.5395316,-88.9899003 42.5395166,-88.9892059 42.5395087))",21575155,Sarah Lane,,residential,0,0,
"MULTILINESTRING ((-89.040777 42.561132,-89.039225 42.561105,-89.0376827 42.5611236,-89.0373328 42.5611278))",21575172,Yost Street,,residential,0,0,
"MULTILINESTRING ((-89.0510181 42.5651192,-89.048813 42.565183,-89.048181 42.565338,-89.047888 42.565434,-89.0478309 42.5654594,-89.047641 42.565544,-89.047409 42.565682,-89.047202 42.565835,-89.0470606 42.5659772,-89.047035 42.566003,-89.0469305 42.5661957,-89.0467899 42.566455,-89.0467487 42.5665309,-89.0465173 42.5669575,-89.0463718 42.5672258,-89.042819 42.573776,-89.042742 42.574028,-89.042707 42.57428,-89.042693 42.5746791,-89.0426696 42.57569,-89.0424927 42.5844278))",21575195,South Walters Road,,residential,0,0,
"MULTILINESTRING ((-89.0402334 42.5028039,-89.0407357 42.502809))",21575197,Booth Drive,,residential,0,0,
"MULTILINESTRING ((-89.04314 42.531062,-89.04503 42.530535,-89.046921 42.530001))",21575228,Carroll Drive,,residential,0,0,
"MULTILINESTRING ((-89.013297 42.5111148,-89.013383 42.51121,-89.013398 42.511297,-89.013343 42.512308,-89.0133422 42.5124028,-89.01336 42.5124529,-89.0133851 42.5124878))",21575234,Evergreen Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0208366 42.4980076,-89.0213612 42.4982199))",21575279,East Grand Avenue,US 51,primary,0,1,25
"MULTILINESTRING ((-89.0333247 42.4996414,-89.0325817 42.4996429,-89.0322213 42.4996444,-89.0319881 42.4996455,-89.0310222 42.4996496,-89.030895 42.4996595,-89.0307687 42.4996588,-89.0295918 42.4996522,-89.0291179 42.4996559,-89.028723 42.4996595,-89.0282985 42.4996595,-89.0274889 42.4996704,-89.0270437 42.4996757,-89.0268768 42.4996777))",21575291,East Grand Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.0067387 42.5467695,-89.0066164 42.5467728,-89.00646 42.5467771,-89.0063294 42.5467866,-89.0062192 42.5468068,-89.0061276 42.5468297,-89.0060267 42.546863,-89.0059051 42.5469118,-89.0052547 42.5472385,-89.004988 42.547333,-89.00476 42.547385,-89.004508 42.547412,-89.003593 42.547437,-88.998025 42.54746,-88.997602 42.547477,-88.997359 42.54751,-88.997139 42.547547,-88.996691 42.547665,-88.996227 42.547736,-88.996051 42.547743,-88.994233 42.547755,-88.993997 42.547741,-88.993609 42.547697,-88.993337 42.547655))",21575319,East West Hart Road,,residential,0,0,
"MULTILINESTRING ((-89.042934 42.534818,-89.043102 42.534798,-89.0448352 42.5343465,-89.0466985 42.533812,-89.0485895 42.5332723))",21575385,Millar Drive,,residential,0,0,
"MULTILINESTRING ((-89.001909 42.537857,-89.001904 42.538807,-89.001917 42.539369))",21575460,Criswell Boulevard,,residential,0,0,
"MULTILINESTRING ((-89.017409 42.4993716,-89.0187007 42.4993964))",21575464,Keep Street,,residential,0,0,25
"MULTILINESTRING ((-89.0711654 42.5401372,-89.0728715 42.5401486,-89.0751185 42.5401635,-89.0757373 42.5401677,-89.080727 42.5402009,-89.0830423 42.5402307,-89.085174 42.5402333,-89.0881903 42.5402393,-89.0897567 42.5402395,-89.0908725 42.5402389))",21575521,West Beloit Newark Road,CTH Q,tertiary,0,0,
"MULTILINESTRING ((-89.0142841 42.5185592,-89.0141811 42.5185068,-89.0133859 42.5181021,-89.0133259 42.5180981,-89.0132689 42.5181311,-89.012962 42.518438,-89.012583 42.518838,-89.01228 42.519131,-89.012216 42.519243,-89.0122312 42.5195308,-89.01225 42.519886))",21575540,Crescent Drive,,residential,0,0,
"MULTILINESTRING ((-89.0196564 42.5511638,-89.0178429 42.551159,-89.0159876 42.5511422,-89.0139866 42.5511338,-89.013929 42.5511336,-89.0133351 42.5511311,-89.0116748 42.5511241,-89.0115454 42.5511236))",21575544,Gale Drive,,residential,0,0,
"MULTILINESTRING ((-88.993607 42.531237,-88.993585 42.533125,-88.993613 42.533207))",21575545,Lee Lane North,,residential,0,0,
"MULTILINESTRING ((-89.029274 42.552912,-89.029265 42.5538299,-89.029253 42.554716,-89.029273 42.554824,-89.029585 42.555642,-89.029974 42.556525,-89.030349 42.55741,-89.030414 42.557605,-89.030462 42.557768,-89.030479 42.557934,-89.030474 42.558296,-89.030458 42.559422,-89.030482 42.559571,-89.030544 42.559701,-89.030619 42.559801,-89.031245 42.560534))",21575621,Highcrest Road,,residential,0,0,
"MULTILINESTRING ((-89.0295537 42.504717,-89.0295593 42.5048303,-89.0295439 42.5054006,-89.029555 42.5061214,-89.0295544 42.5062798,-89.029554 42.506365))",21575622,College Street,,residential,1,0,25
"MULTILINESTRING ((-89.0295918 42.4996522,-89.0295897 42.4997546,-89.0295725 42.500586,-89.0295721 42.5006471,-89.0295675 42.5012738,-89.0295669 42.5013494))",21575625,College Street,,residential,0,0,25
"MULTILINESTRING ((-89.0349873 42.525127,-89.0348248 42.5251287,-89.0345183 42.5251318,-89.031242 42.5250933,-89.0301347 42.5250933,-89.0292931 42.5250837,-89.0290163 42.5250808,-89.0279328 42.5250721,-89.0267742 42.5250721,-89.0254693 42.5250604,-89.024159 42.5250526,-89.023016 42.5250491,-89.0218941 42.5250421,-89.0217355 42.5250416,-89.0207858 42.5250387,-89.019863 42.5250281,-89.0197033 42.5250256,-89.0189461 42.5250271,-89.0186231 42.5250276,-89.0179207 42.5250206,-89.0172272 42.5250093,-89.0164772 42.5250056,-89.0154471 42.5250016,-89.0141496 42.5249965,-89.0129792 42.5249957,-89.0122916 42.5249941,-89.0121695 42.5249938,-89.0118583 42.5249931))",21575676,Bayliss Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0181037 42.5426956,-89.0175184 42.5426916))",21575682,East Elaine Drive,,residential,0,0,
"MULTILINESTRING ((-89.017523 42.541734,-89.016277 42.541954,-89.015039 42.542181,-89.013818 42.542407))",21575686,East Briar Lane,,residential,0,0,
"MULTILINESTRING ((-89.0357521 42.572171,-89.0356784 42.5721896,-89.0356058 42.5721892,-89.035176 42.5721511,-89.0344632 42.5720738,-89.0342875 42.5720589,-89.0340209 42.5720455,-89.0338372 42.5720128,-89.0336857 42.5719935,-89.0332475 42.5719667,-89.0329396 42.5719036))",21575861,Woodland Drive,,residential,0,0,
"MULTILINESTRING ((-89.0525617 42.5180693,-89.052547 42.519111,-89.052576 42.519215,-89.052587 42.519255,-89.052715 42.519509,-89.052734 42.519644,-89.052743 42.51999,-89.052746 42.52011))",21575912,Lincoln Heights,,residential,0,0,
"MULTILINESTRING ((-89.032346 42.524256,-89.031244 42.524249,-89.029291 42.52424))",21575994,Newfield Drive,,residential,0,0,
"MULTILINESTRING ((-89.01621 42.525961,-89.016072 42.525903,-89.015895 42.525853,-89.015713 42.525827,-89.013599 42.525818,-89.013463 42.525848))",21576001,Arbor Drive,,residential,0,0,
"MULTILINESTRING ((-89.061654 42.526405,-89.061474 42.526643,-89.061418 42.526774,-89.061387 42.526906,-89.061376 42.527101,-89.061369 42.5280192))",21576157,Townline Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0613985 42.5108558,-89.0613691 42.5144947,-89.0613524 42.5151822,-89.0613261 42.5166131,-89.0612955 42.5180187,-89.0613004 42.5180679,-89.0613242 42.5181402,-89.0613442 42.5182284,-89.061316 42.5208781,-89.061311 42.5218031,-89.061287 42.52438,-89.0612801 42.5254529,-89.061281 42.526271))",21576160,Townline Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0510181 42.5651192,-89.050922 42.56854,-89.0508926 42.5692532,-89.0508847 42.5694464,-89.0504537 42.5782835,-89.0504117 42.5795378,-89.0503339 42.5818598,-89.0502671 42.5844327,-89.0502687 42.5847082,-89.0502502 42.587914,-89.0502627 42.5902398,-89.0502836 42.5914702,-89.0503034 42.5917345,-89.0503348 42.5919438,-89.0504983 42.5926889,-89.051236 42.595639,-89.051304 42.595866,-89.0513441 42.5959795,-89.051382 42.596087,-89.0527687 42.5986692,-89.0529035 42.5989085,-89.0529827 42.5990018,-89.0530858 42.5990923,-89.0531948 42.5991667,-89.0533176 42.5992308,-89.0534524 42.5992702,-89.053595 42.5993038,-89.0537536 42.5993271,-89.0539344 42.5993376,-89.0547464 42.5993649,-89.0548851 42.5993752,-89.0550173 42.5993922,-89.0551248 42.5994146,-89.0552437 42.5994482,-89.055325 42.5994759,-89.0554172 42.5995129,-89.0572095 42.6003452,-89.0574235 42.6004386,-89.0576118 42.6005117,-89.0584636 42.6008375))",21576166,South Duggan Road,,residential,0,0,
"MULTILINESTRING ((-89.0207507 42.5139047,-89.0206761 42.5139042,-89.0200522 42.5138997,-89.0199531 42.5139007,-89.0198877 42.5139138,-89.019825 42.5139447,-89.0197811 42.5139748,-89.0197478 42.5140069,-89.0191718 42.5146496,-89.0184715 42.5153967,-89.0184193 42.5154514,-89.0180654 42.5158223,-89.0177661 42.5158201))",21576215,Yates Avenue,,residential,0,0,
"MULTILINESTRING ((-89.018038 42.523459,-89.018016 42.523505,-89.017988 42.523614,-89.0179207 42.5250206))",21576217,Yates Avenue,,residential,0,0,
"MULTILINESTRING ((-89.03239 42.555609,-89.032335 42.55565,-89.032197 42.555679,-89.029585 42.555642))",21576301,East Daffodil Lane,,residential,0,0,
"MULTILINESTRING ((-89.0127071 42.5202619,-89.0127941 42.5203747,-89.013543 42.5211435,-89.014066 42.521665,-89.014202 42.521805,-89.0149337 42.5226011))",21576302,Tremont Drive,,residential,0,0,
"MULTILINESTRING ((-89.0289554 42.5094207,-89.029018 42.5094993,-89.0290846 42.509587,-89.029264 42.509823,-89.0293085 42.5098803,-89.029563 42.510208,-89.0296 42.510272,-89.0296043 42.510307,-89.0296167 42.510408,-89.029631 42.510524,-89.029634 42.510593,-89.029636 42.510639,-89.0296995 42.5109367,-89.029706 42.510967,-89.029711 42.511094,-89.029696 42.511355,-89.029704 42.511489,-89.029688 42.512057,-89.0296655 42.5128509,-89.029624 42.514321,-89.029644 42.514436,-89.029711 42.514539,-89.029811 42.514625,-89.030071 42.5147375,-89.030529 42.514837))",21576307,Prince Hall Drive,,residential,0,0,
"MULTILINESTRING ((-88.9553592 42.5027697,-88.9553755 42.5034955,-88.9553875 42.5042318,-88.955373 42.505445,-88.955265 42.508752,-88.9551818 42.5099774))",21576379,South Turtle Town Hall Road,,residential,0,0,
"MULTILINESTRING ((-89.032422 42.5316484,-89.0324192 42.5323427))",21576473,Genevieve,,residential,0,0,
